Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
tlk,FBgn0086899,Protein Kinase,,,,FBgn0283657,Tlk
tor,FBgn0003733,Protein Kinase,,,,FBgn0003733,tor
Tor,FBgn0021796,Protein Kinase,,,,FBgn0021796,Tor
trbl,FBgn0028978,Protein Kinase,,,,FBgn0028978,trbl
trc,FBgn0003744,Protein Kinase,,,,FBgn0003744,trc
Trpm,FBgn0265194,Protein Kinase,,,,FBgn0265194,Trpm
twf,FBgn0038206,Protein Kinase,,,,FBgn0038206,twf
Unc-89,FBgn0053519,Protein Kinase,,,,FBgn0053519,Unc-89
vari,FBgn0250785,Non-protein Kinase,,,,FBgn0250785,vari
Wee1,FBgn0011737,Protein Kinase,,,,FBgn0011737,Wee1
wit,FBgn0024179,Protein Kinase,,,,FBgn0024179,wit
wnd,FBgn0036896,Protein Kinase,,,,FBgn0036896,wnd
Wnk,FBgn0037098,Protein Kinase,,,,FBgn0037098,Wnk
Wsck,FBgn0046685,Protein Kinase,,,,FBgn0046685,Wsck
wts,FBgn0011739,Protein Kinase,,,,FBgn0011739,wts
yata,FBgn0260990,Protein Kinase,,,,FBgn0260990,yata
